|                  object|        ra|      dec|
|                    char|    double|   double|
|                        |          |         |
|                    null|      null|     null|
 SDSS J085350.52+132103.5 133.460526  13.35099 
 SDSS J085624.70+122439.2 134.102921   12.4109 
 SDSS J085311.24+131836.5 133.296859  13.31016 
 SDSS J085446.83+123959.6 133.695161  12.66657 
 SDSS J085806.09+143014.4 134.525406  14.50403 
 SDSS J090030.86+134508.6 135.128586  13.75239 
 SDSS J090222.84+143130.8 135.595185  14.52526 
 SDSS J090237.88+142239.6 135.657867   14.3777 
 SDSS J090957.00+132348.1 137.487534  13.39673 
 SDSS J090522.33+125114.3 136.343064  12.85398 
 SDSS J090610.69+131221.3 136.544571  13.20595 
 SDSS J090450.16+133342.8 136.209015   13.5619 
 SDSS J090421.74+125927.6 136.090576  12.99102 
 SDSS J090237.43+131949.2 135.655976  13.33036 
 SDSS J090434.39+143539.3 136.143326  14.59428 
 SDSS J090441.04+145509.4 136.171036  14.91928 
 SDSS J090631.54+154052.1 136.631454  15.68116 
 SDSS J090642.39+155801.9 136.676667  15.96721 
 SDSS J090445.47+164915.0 136.189499  16.82085 
 SDSS J090244.42+174236.7 135.685074  17.71024 
 SDSS J090238.42+173751.4 135.660111  17.63098 
 SDSS J090338.03+174343.9 135.908523  17.72886 
 SDSS J090341.50+171610.1 135.922942  17.26949 
 SDSS J090456.13+172718.4 136.233886  17.45514 
 SDSS J090536.39+172816.9 136.401657  17.47139 
 SDSS J091100.90+132451.5 137.753982  13.41404 
 SDSS J091124.14+133320.2 137.850631  13.55562 
 SDSS J091014.88+131217.5 137.561706    13.205 
 SDSS J090849.06+152319.0 137.204437  15.38863 
 SDSS J090935.55+154058.1 137.398132  15.68283 
 SDSS J090924.31+154156.6 137.351257  15.69907 
 SDSS J090831.45+145924.1 137.131072  14.99003 
 SDSS J090851.31+144551.0 137.213821  14.76418 
 SDSS J091126.03+142608.4 137.858475  14.43568 
 SDSS J091235.11+152130.7 138.146316  15.35854 
 SDSS J091254.24+150005.2 138.226029  15.00144 
 SDSS J091146.69+155826.0 137.944564   15.9739 
 SDSS J091140.07+155812.8 137.917008  15.97025 
 SDSS J091240.67+164234.6 138.169494  16.70964 
 SDSS J090922.78+155911.4 137.344956  15.98653 
 SDSS J090717.74+164418.2 136.823913   16.7384 
 SDSS J090815.41+160231.6 137.064255  16.04214 
 SDSS J090808.93+160505.3 137.037231  16.08482 
 SDSS J090832.47+181649.2 137.135269  18.28036 
 SDSS J090954.16+175126.5 137.475693  17.85737 
 SDSS J091119.54+175716.3 137.831436  17.95457 
 SDSS J091004.61+171251.3 137.519226  17.21426 
 SDSS J091601.78+173523.3 139.007476  17.58982 
 SDSS J091601.76+174914.5  139.00737  17.82069 
 SDSS J091634.32+175508.3 139.143036  17.91901 
 SDSS J091515.80+174611.7 138.815887  17.76994 
 SDSS J091940.20+134320.9 139.917526  13.72249 
 SDSS J091754.26+133145.6 139.476074  13.52931 
 SDSS J091204.36+143530.3 138.018204  14.59176 
 SDSS J091454.49+154127.1 138.727051  15.69089 
 SDSS J091452.58+154432.1 138.719101  15.74226 
 SDSS J091442.02+152155.7 138.675109  15.36551 
 SDSS J091632.07+160721.3 139.133667  16.12258 
 SDSS J091543.24+151310.9 138.930222  15.21969 
 SDSS J092327.31+171103.5 140.863815  17.18432 
 SDSS J092215.69+172504.6 140.565384  17.41796 
 SDSS J092020.03+165339.3 140.083466  16.89427 
 SDSS J092023.65+171736.6 140.098587  17.29351 
 SDSS J091420.04+172610.8 138.583512  17.43635 
 SDSS J091408.92+175244.5 138.537186  17.87904 
 SDSS J092202.57+181238.3 140.510727  18.21065 
 SDSS J092140.27+175434.4 140.417816  17.90958 
 SDSS J092156.98+173446.0 140.487457  17.57946 
 SDSS J092435.58+141417.1 141.148254  14.23811 
 SDSS J092428.89+141409.3 141.120406  14.23594 
 SDSS J092405.30+141021.4 141.022125  14.17266 
 SDSS J092352.75+141658.5 140.969804  14.28294 
 SDSS J092156.36+141841.2 140.484864  14.31148 
 SDSS J092220.85+142053.7 140.586945  14.34828 
 SDSS J092042.49+143144.7 140.177094   14.5291 
 SDSS J092129.56+155139.8 140.373184  15.86109 
 SDSS J091856.15+152521.8 139.733979  15.42274 
 SDSS J092144.18+155747.4 140.434098  15.96319 
 SDSS J092141.37+161038.1 140.422409  16.17727 
 SDSS J092146.44+152211.0 140.443527  15.36976 
 SDSS J092249.41+153425.5 140.705887  15.57377 
 SDSS J092431.95+151143.9 141.133147  15.19555 
 SDSS J104701.52+223820.1 161.756385  22.63893 
 SDSS J104414.18+224329.3 161.059095  22.72484 
 SDSS J104401.30+223646.4  161.00544  22.61292 
 SDSS J104232.40+223907.0  160.63503  22.65197 
 SDSS J104012.41+220617.3  160.05174  22.10483 
 SDSS J104032.44+213442.3 160.135185  21.57842 
 SDSS J104238.12+235706.8  160.65885   23.9519 
 SDSS J104143.37+233606.1 160.430745  23.60171 
 SDSS J104222.11+232016.9  160.59213  23.33805 
 SDSS J104343.31+240446.8 160.930395  24.07964 
 SDSS J104513.01+231239.7  161.30421  23.21105 
 SDSS J104531.41+234646.7  161.38092  23.77965 
 SDSS J104527.06+202534.3   161.3628  20.42621 
 SDSS J104433.01+201105.8 161.137575  20.18497 
 SDSS J104438.69+201329.1  161.16123  20.22476 
 SDSS J103952.47+205049.3  159.96867  20.84705 
 SDSS J104144.27+204503.9 160.434525  20.75111 
 SDSS J104509.45+220442.5  161.28942  22.07849 
 SDSS J104539.19+204446.4  161.41332  20.74623 
 SDSS J104948.58+173800.8 162.452475  17.63358 
 SDSS J104708.92+170741.2  161.78718  17.12812 
 SDSS J104856.27+180905.0 162.234495  18.15141 
 SDSS J104808.12+181119.2 162.033855   18.1887 
 SDSS J104552.01+165549.5 161.466765  16.93045 
 SDSS J104427.47+174923.8 161.114505   17.8233 
 SDSS J104320.00+173856.5 160.833375  17.64905 
 SDSS J104206.79+173023.1  160.52832  17.50644 
 SDSS J104241.31+172328.6  160.67214   17.3913 
 SDSS J104222.36+180806.8 160.593195  18.13522 
 SDSS J104045.70+185942.7  160.19043  18.99524 
 SDSS J104508.74+185318.4 161.286435  18.88845 
 SDSS J104632.78+185955.3 161.636625  18.99872 
 SDSS J104613.88+181738.1  161.55786  18.29395 
 SDSS J104948.83+183942.2  162.45348  18.66173 
 SDSS J104833.93+182302.7 162.141405   18.3841 
 SDSS J104801.21+151438.4 162.005055  15.24402 
 SDSS J104729.01+151402.0 161.870865  15.23392 
 SDSS J104720.55+151503.6  161.83566  15.25101 
 SDSS J104726.66+154219.9 161.861115  15.70553 
 SDSS J104643.08+151418.4 161.679525  15.23845 
 SDSS J104617.93+151757.1  161.57472  15.29921 
 SDSS J104347.97+155342.5  160.94991  15.89515 
 SDSS J104225.22+151837.9  160.60512  15.31056 
 SDSS J104255.44+151314.9  160.73103  15.22083 
 SDSS J104237.32+163733.7 160.655565  16.62604 
 SDSS J104347.64+162105.1 160.948545   16.3514 
 SDSS J104609.61+165511.4  161.54007  16.91987 
 SDSS J104520.24+160824.2  161.33436  16.14006 
 SDSS J104719.03+165318.6 161.829315  16.88854 
 SDSS J105034.44+164729.9  162.64356  16.79163 
 SDSS J105209.61+220121.6 163.040055  22.02268 
 SDSS J105401.21+221540.1   163.5051  22.26113 
 SDSS J105414.78+224241.3 163.561605  22.71148 
 SDSS J105147.73+230140.7 162.948915  23.02799 
 SDSS J105054.23+225650.9  162.72597  22.94749 
 SDSS J104817.32+220700.4  162.07221   22.1168 
 SDSS J104931.69+232723.6  162.38208  23.45658 
 SDSS J105125.01+233118.3 162.854235  23.52175 
 SDSS J105227.69+243815.9 163.115385  24.63774 
 SDSS J105312.27+230810.9  163.30116  23.13637 
 SDSS J105717.23+175649.6 164.321835  17.94713 
 SDSS J105350.68+174609.3  163.46118  17.76925 
 SDSS J105305.54+172040.7 163.273095  17.34465 
 SDSS J105414.01+175747.2  163.55841  17.96315 
 SDSS J105236.94+182437.8 163.153935  18.41052 
 SDSS J104640.96+183810.0  161.67072  18.63615 
 SDSS J105019.09+193322.7  162.57957  19.55632 
 SDSS J105206.47+193618.9  163.02702  19.60528 
 SDSS J105056.78+185316.9 162.736605  18.88804 
 SDSS J105330.63+195609.6  163.37766  19.93602 
 SDSS J105325.22+192142.0   163.3551  19.36169 
 SDSS J105326.04+184203.3 163.358535  18.70093 
 SDSS J105529.95+200104.7 163.874805  20.01799 
 SDSS J105458.96+192151.7  163.74567  19.36439 
 SDSS J105726.85+191311.0 164.361915  19.21975 
 SDSS J105438.22+162128.6 163.659255  16.35798 
 SDSS J105324.64+151544.4 163.352685  15.26235 
 SDSS J105153.30+155948.9 162.972135  15.99696 
 SDSS J104952.46+160920.8   162.4686  16.15579 
 SDSS J105053.99+171018.7  162.72501  17.17189 
 SDSS J105039.36+162829.2  162.66402   16.4748 
 SDSS J105244.53+163409.3  163.18557  16.56925 
 SDSS J105250.74+165907.5  163.21143  16.98544 
 SDSS J105301.75+170122.8   163.2573  17.02302 
 SDSS J105250.52+170614.8 163.210455  17.10407 
 SDSS J105529.40+170022.8 163.872555  17.00633 
 SDSS J105847.67+164526.0  164.69865  16.75725 
 SDSS J105548.64+203404.4 163.952715  20.56789 
 SDSS J105310.41+203725.5 163.293435  20.62379 
 SDSS J105251.70+201003.3 163.215435   20.1676 
 SDSS J105251.27+201246.5 163.213665  20.21293 
 SDSS J105122.31+201019.9  162.84297  20.17223 
 SDSS J105231.91+194020.2 163.132965  19.67231 
 SDSS J105110.75+201013.5 162.794805  20.17044 
 SDSS J105020.11+205832.0 162.583815  20.97558 
 SDSS J105327.25+205835.9 163.363605  20.97665 
 SDSS J105641.55+213416.6 164.173155  21.57128 
 SDSS J105905.69+210022.5 164.773755  21.00628 
 SDSS J110506.48+175817.3  166.27701  17.97148 
 SDSS J110339.34+182209.4  165.91395   18.3693 
 SDSS J110101.45+174616.3  165.25608  17.77121 
 SDSS J110149.25+175859.5  165.45522   17.9832 
 SDSS J110033.76+180504.8   165.1407   18.0847 
 SDSS J110046.54+173515.1  165.19395  17.58754 
 SDSS J105708.04+182128.6  164.28354  18.35797 
 SDSS J105440.27+183439.9 163.667805  18.57776 
 SDSS J105450.93+185740.0  163.71222  18.96113 
 SDSS J110024.58+192445.3  165.10242  19.41261 
 SDSS J110419.32+194128.2 166.080525   19.6912 
 SDSS J110305.78+191702.2  165.77412  19.28398 
 SDSS J110405.56+230849.7 166.023195  23.14715 
 SDSS J110153.01+232737.1  165.47091  23.46033 
 SDSS J105714.96+230401.3  164.31237  23.06705 
 SDSS J105723.09+230318.7 164.346255  23.05522 
 SDSS J105641.93+244248.5 164.174745  24.71348 
 SDSS J105820.55+241127.9 164.585655  24.19111 
 SDSS J105939.57+241634.7  164.91492  24.27634 
 SDSS J110140.68+245131.9 165.419535  24.85891 
 SDSS J110214.91+234112.0  165.56217  23.68667 
 SDSS J110214.16+242954.7 165.559005  24.49854 
 SDSS J110413.33+243357.0  166.05558  24.56586 
 SDSS J110108.36+154407.6 165.284865  15.73547 
 SDSS J105914.16+153008.1 164.809035  15.50229 
 SDSS J105644.78+161825.3  164.18661  16.30703 
 SDSS J105634.84+164728.3  164.14521   16.7912 
 SDSS J105624.77+164429.3 164.103225  16.74149 
 SDSS J110003.87+172527.6  165.01617  17.42435 
 SDSS J110151.89+164038.6  165.46623  16.67742 
 SDSS J110336.78+171856.5  165.90327  17.31571 
 SDSS J110332.36+170230.8  165.88491  17.04189 
 SDSS J110801.50+211905.0  167.00628  21.31808 
 SDSS J110434.86+200450.1  166.14528  20.08062 
 SDSS J110042.76+211328.6   165.1782  21.22463 
 SDSS J110034.39+211206.2 165.143295  21.20173 
 SDSS J105917.82+200958.8  164.82429   20.1663 
 SDSS J110608.12+214704.8   166.5339  21.78468 
 SDSS J111211.88+225315.3 168.049545  22.88759 
 SDSS J111300.90+225202.8 168.253815  22.86748 
 SDSS J111225.30+233157.8 168.105435  23.53275 
 SDSS J110837.71+230352.6  167.15718  23.06463 
 SDSS J110752.64+230642.5 166.969365  23.11183 
 SDSS J110914.40+234941.5 167.310045  23.82821 
 SDSS J110922.06+235506.9  167.34195  23.91861 
 SDSS J110851.88+231746.8  167.21619  23.29636 
 SDSS J110812.83+233619.8 167.053485   23.6055 
 SDSS J110735.46+225104.1  166.89774  22.85117 
 SDSS J110632.57+231927.4  166.63572  23.32429 
 SDSS J110628.08+231712.5  166.61703  23.28682 
 SDSS J110617.40+225322.1 166.572525  22.88942 
 SDSS J110445.09+231136.7 166.187895  23.19354 
 SDSS J110613.06+242119.4  166.55448  24.35542 
 SDSS J110951.49+241542.3  167.46456  24.26173 
 SDSS J111224.60+175121.7 168.102525  17.85606 
 SDSS J110844.98+183927.2 167.187435  18.65759 
 SDSS J110701.20+182548.8  166.75503  18.43025 
 SDSS J110652.02+182301.4  166.71678  18.38374 
 SDSS J110644.97+182157.0 166.687395  18.36587 
 SDSS J111209.78+194052.5  168.04077  19.68126 
 SDSS J111111.53+192858.5  167.79807  19.48293 
 SDSS J111253.11+200444.5  168.22131  20.07904 
 SDSS J111132.59+162619.3  167.88582  16.43873 
 SDSS J111125.31+161551.7  167.85549  16.26437 
 SDSS J110755.29+154030.1  166.98039  15.67504 
 SDSS J110829.90+154258.9 167.124615  15.71637 
 SDSS J110806.32+153349.0 167.026365  15.56362 
 SDSS J110711.49+155049.5 166.797915  15.84711 
 SDSS J110653.17+172415.2 166.721565  17.40424 
 SDSS J111241.43+165944.1 168.172635  16.99562 
 SDSS J111130.70+173432.0  167.87793  17.57558 
 SDSS J111453.01+164347.1 168.720915  16.72976 
 SDSS J111419.38+173310.6  168.58077  17.55296 
 SDSS J111411.93+174158.6 168.549765  17.69962 
 SDSS J111436.53+170959.0  168.65226   17.1664 
 SDSS J111556.71+173602.0 168.986325  17.60058 
 SDSS J111320.40+205655.4  168.33504  20.94875 
 SDSS J111236.42+205857.8 168.151785  20.98273 
 SDSS J111112.03+211756.4  167.80017  21.29903 
 SDSS J111051.41+211111.3  167.71425  21.18649 
 SDSS J110955.32+204719.8  167.48055  20.78885 
 SDSS J111020.07+204657.5 167.583645  20.78264 
 SDSS J111004.93+212520.6  167.52057  21.42241 
 SDSS J111020.45+213145.8 167.585235  21.52941 
 SDSS J110920.64+202605.6  167.33601  20.43491 
 SDSS J110841.78+222107.4   167.1741  22.35209 
 SDSS J111057.18+220758.1  167.73828  22.13281 
 SDSS J110907.76+215556.2  167.28237  21.93232 
 SDSS J110941.19+214425.3 167.421645  21.74038 
 SDSS J111147.45+214043.6 167.947785   21.6788 
 SDSS J111358.90+215912.3 168.495435  21.98676 
 SDSS J111806.56+221316.5 169.527375  22.22126 
 SDSS J111852.26+220747.5 169.717815  22.12988 
 SDSS J111752.42+213619.3  169.46844  21.60537 
 SDSS J111832.54+232808.7   169.6356   23.4691 
 SDSS J111419.47+235525.9  168.58113  23.92387 
 SDSS J111405.86+240729.2 168.524445  24.12477 
 SDSS J111337.13+234846.5  168.40476  23.81294 
 SDSS J111255.38+234704.9 168.230745  23.78472 
 SDSS J111112.70+240416.3 167.802945  24.07121 
 SDSS J111607.17+245620.8   169.0299  24.93912 
 SDSS J111638.09+243726.0 169.158705  24.62391 
 SDSS J111603.80+244102.0 169.015845  24.68392 
 SDSS J111803.91+251355.5  169.51635   25.2321 
 SDSS J111826.08+252153.6 169.608705  25.36492 
 SDSS J111836.18+245202.9  169.65081  24.86748 
 SDSS J112456.91+165026.5 171.237135   16.8407 
 SDSS J112412.94+163925.2 171.053955  16.65703 
 SDSS J112422.77+164851.5  171.09489  16.81432 
 SDSS J112327.17+165123.7 170.863245  16.85659 
 SDSS J112051.01+162303.3  170.21256  16.38426 
 SDSS J111813.76+164437.7 169.557345  16.74382 
 SDSS J111640.03+174339.9 169.166895   17.7279 
 SDSS J112055.83+173854.0  170.23266  17.64834 
 SDSS J111925.88+173705.5  169.85787  17.61822 
 SDSS J112144.30+170101.2 170.434635  17.01702 
 SDSS J112435.22+173933.1  171.14679  17.65921 
 SDSS J112459.58+173055.7  171.24831   17.5155 
 SDSS J112457.40+171744.7  171.23919  17.29576 
 SDSS J112323.19+185232.3  170.84667  18.87567 
 SDSS J112137.46+185406.6  170.40609  18.90184 
 SDSS J111901.84+191541.4 169.757715  19.26152 
 SDSS J111447.89+183125.0 168.699585  18.52363 
 SDSS J111423.80+193915.8 168.599235  19.65441 
 SDSS J111706.25+201407.3  169.27605  20.23538 
 SDSS J111714.63+192738.6    169.311  19.46074 
 SDSS J112055.92+193755.0  170.23302  19.63196 
 SDSS J112332.25+200416.5  170.88441  20.07128 
 SDSS J112139.31+200927.7  170.41383  20.15772 
 SDSS J112349.91+201654.4 170.958015  20.28181 
 SDSS J112654.10+211742.8 171.725445  21.29524 
 SDSS J112549.00+212915.9   171.4542  21.48779 
 SDSS J112242.04+213329.9  170.67519  21.55833 
 SDSS J112237.06+212518.7  170.65443  21.42188 
 SDSS J112218.63+211738.4  170.57763  21.29402 
 SDSS J112054.04+210455.3 170.225175  21.08205 
 SDSS J112035.93+210537.8  170.14974  21.09387 
 SDSS J112100.15+212013.0 170.250645  21.33695 
 SDSS J112144.46+205611.9 170.435265  20.93666 
 SDSS J111859.03+221527.7 169.745985   22.2577 
 SDSS J112132.80+215112.4  170.38671  21.85344 
 SDSS J112931.33+235306.6 172.380555  23.88519 
 SDSS J112627.04+230946.7  171.61269  23.16299 
 SDSS J112743.70+235056.1 171.932115  23.84892 
 SDSS J112332.04+235047.8  170.88354  23.84661 
 SDSS J112230.06+241645.3  170.62527  24.27927 
 SDSS J112247.48+241829.4  170.69784   24.3082 
 SDSS J112240.32+231455.6 170.668035   23.2488 
 SDSS J112203.00+251526.6   170.5125  25.25738 
 SDSS J112026.39+242412.8  170.10999  24.40357 
 SDSS J111858.23+244402.8 169.742625  24.73411 
 SDSS J112255.31+242937.4  170.73048  24.49376 
 SDSS J112505.13+252202.1  171.27141  25.36729 
 SDSS J112407.26+242432.1 171.030255  24.40894 
 SDSS J113027.38+245722.7 172.614105  24.95631 
 SDSS J112747.00+182501.9  171.94584  18.41721 
 SDSS J112711.45+185107.0 171.797715  18.85197 
 SDSS J112655.08+184957.4  171.72951  18.83263 
 SDSS J112521.00+193052.5 171.337545  19.51461 
 SDSS J112220.34+190002.3 170.584785  19.00065 
 SDSS J112117.33+194031.9  170.32227  19.67555 
 SDSS J112653.57+202302.9 171.723225  20.38416 
 SDSS J112815.03+202855.1  172.06266    20.482 
 SDSS J112658.88+195330.6  171.74541  19.89187 
 SDSS J113253.40+195051.9 173.222505  19.84775 
 SDSS J112915.05+155931.5  172.31274  15.99212 
 SDSS J112843.14+164220.9 172.179765  16.70583 
 SDSS J112827.46+164319.9 172.114455  16.72223 
 SDSS J112817.10+163518.6  172.07127  16.58853 
 SDSS J112756.27+162607.1 171.984465  16.43534 
 SDSS J112649.49+162444.5  171.70623  16.41239 
 SDSS J112654.88+170506.9 171.728715  17.08528 
 SDSS J112801.24+182226.2  172.00518  18.37396 
 SDSS J112900.70+182418.8  172.25295  18.40524 
 SDSS J113205.70+172405.3  173.02377   17.4015 
 SDSS J113416.48+172904.9 173.568705  17.48471 
 SDSS J113310.21+170805.7  173.29257  17.13494 
 SDSS J113135.55+204120.2  172.89816  20.68896 
 SDSS J113104.36+205341.7 172.768185  20.89495 
 SDSS J112924.13+210113.8  172.35057  21.02052 
 SDSS J113107.38+211649.2 172.780785  21.28035 
 SDSS J112700.82+204219.3 171.753435  20.70537 
 SDSS J112726.54+205945.5 171.860625    20.996 
 SDSS J112329.42+224254.6 170.872605  22.71518 
 SDSS J112407.73+223740.2  171.03225  22.62785 
 SDSS J112658.93+223833.1 171.745575  22.64255 
 SDSS J112538.70+214945.5  171.41127  21.82932 
 SDSS J113047.45+222021.1  172.69776  22.33923 
 SDSS J113259.21+214634.9  173.24676  21.77636 
 SDSS J113339.74+222322.5  173.41563  22.38961 
 SDSS J113346.59+233048.3  173.44416  23.51341 
 SDSS J113517.93+240414.8 173.824695   24.0708 
 SDSS J113226.16+234513.5  173.10903  23.75376 
 SDSS J113214.76+231613.0  173.06154   23.2703 
 SDSS J113012.79+235822.1 172.553325  23.97283 
 SDSS J112802.04+240249.8 172.008525  24.04718 
 SDSS J112809.83+251914.7  172.04097  25.32075 
 SDSS J112947.28+253321.4  172.44702  25.55597 
 SDSS J113048.83+252435.6 172.703475   25.4099 
 SDSS J113148.80+253442.0 172.953345  25.57834 
 SDSS J113026.83+243413.4  172.61181  24.57041 
 SDSS J113103.40+251154.2  172.76418  25.19839 
 SDSS J113250.13+244857.1 173.208885  24.81592 
 SDSS J113542.25+245644.6 173.926065  24.94577 
 SDSS J113655.19+245325.3 174.230025  24.89042 
 SDSS J113830.34+185952.1  174.62646  18.99782 
 SDSS J113424.72+182308.3  173.60304  18.38566 
 SDSS J113443.53+192058.9  173.68143  19.34973 
 SDSS J113414.36+193308.3 173.559885  19.55233 
 SDSS J113357.61+193112.2  173.49009  19.52007 
 SDSS J113303.66+180833.6   173.2653   18.1427 
 SDSS J112928.81+192438.4  172.37007  19.41068 
 SDSS J113029.30+202859.2   172.6221  20.48313 
 SDSS J113100.67+202808.1  172.75284  20.46895 
 SDSS J113103.69+201408.2 172.765395  20.23564 
 SDSS J113006.23+194443.9  172.52601  19.74556 
 SDSS J113109.99+195907.1 172.791675  19.98535 
 SDSS J113259.56+200248.1 173.248185  20.04672 
 SDSS J113414.09+195332.8 173.558745  19.89244 
 SDSS J113619.98+203118.3  174.08328  20.52177 
 SDSS J113723.00+201657.6 174.345855  20.28269 
 SDSS J113851.38+201310.4  174.71409  20.21958 
 SDSS J113753.62+161155.8  174.47343  16.19884 
 SDSS J113720.83+160612.1 174.336825  16.10336 
 SDSS J113706.91+164500.6  174.27879   16.7502 
 SDSS J113617.53+160152.2  174.07308  16.03117 
 SDSS J113637.70+170235.6 174.157095  17.04324 
 SDSS J113631.09+170453.5 174.129555  17.08154 
 SDSS J113454.82+164203.0 173.728485  16.70084 
 SDSS J113419.49+164439.1  173.58126   16.7442 
 SDSS J113129.12+162336.3 172.871325  16.39344 
 SDSS J113124.57+180322.2  172.85241  18.05618 
 SDSS J113120.55+175323.9 172.835625  17.88999 
 SDSS J113412.41+180118.9 173.551755  18.02193 
 SDSS J113233.95+173950.8  173.14149  17.66412 
 SDSS J113548.50+175123.5  173.95212  17.85657 
 SDSS J113728.60+181812.3  174.36918  18.30343 
 SDSS J113735.76+174808.9 174.399015   17.8025 
 SDSS J113639.95+173835.9  174.16644  17.64331 
 SDSS J113851.46+205857.2 174.714465  20.98257 
 SDSS J113307.82+204210.1 173.282625  20.70281 
 SDSS J112904.90+221053.1  172.27044  22.18143 
 SDSS J113642.28+223243.6  174.17619  22.54546 
 SDSS J113754.91+215907.8  174.47883   21.9855 
 SDSS J113602.49+230455.7  174.01044  23.08216 
 SDSS J113934.68+222202.0  174.89451  22.36725 
 SDSS J113812.26+222038.0 174.551115  22.34391 
 SDSS J113949.04+232115.6  174.95436  23.35436 
 SDSS J113940.06+242405.9 174.916935  24.40166 
 SDSS J113328.83+250832.5 173.370135  25.14237 
 SDSS J113450.47+253150.2 173.710305  25.53063 
 SDSS J113431.19+245744.6  173.62998  24.96244 
 SDSS J113659.45+254607.1  174.24774  25.76867 
 SDSS J113722.16+254419.7  174.34227  25.73868 
 SDSS J113824.96+250153.9 174.604065  25.03167 
 SDSS J113759.43+250929.0  174.49767  25.15808 
 SDSS J114004.70+245759.1  175.01961  24.96644 
 SDSS J113915.13+253557.9  174.81306  25.59942 
 SDSS J113911.32+254024.3  174.79719  25.67343 
 SDSS J113952.99+252538.6   174.9708   25.4274 
 SDSS J114057.87+252859.3  175.24116  25.48315 
 SDSS J114046.85+252823.7 175.195245  25.47327 
 SDSS J114425.05+251407.6  176.10438  25.23547 
 SDSS J114441.21+250029.5 176.171715  25.00823 
 SDSS J114446.26+244246.4  176.19282  24.71292 
 SDSS J114158.90+184353.8  175.49544  18.73165 
 SDSS J114131.47+182227.9  175.38114  18.37444 
 SDSS J114236.27+185043.6 175.651155  18.84546 
 SDSS J113822.82+182723.4 174.595125  18.45654 
 SDSS J113532.45+194405.7  173.88525  19.73492 
 SDSS J113850.24+203918.3 174.709365  20.65511 
 SDSS J113932.84+202844.1  174.88686  20.47894 
 SDSS J114505.01+193622.8  176.27094  19.60635 
 SDSS J114503.87+195825.2  176.26617  19.97368 
 SDSS J114432.99+213216.9   176.1375  21.53806 
 SDSS J114202.56+214511.4 175.510695   21.7532 
 SDSS J113853.56+210729.2  174.72318  21.12479 
 SDSS J113713.76+215254.6  174.30735  21.88186 
 SDSS J113906.68+230602.0  174.77784  23.10056 
 SDSS J114326.78+232947.2 175.861605  23.49648 
 SDSS J113742.09+223714.3 174.425415  22.62065 
 SDSS J114044.64+222648.9 175.186005  22.44694 
 SDSS J114228.68+230546.8  175.61952  23.09635 
 SDSS J114344.42+222906.8 175.935105  22.48523 
 SDSS J114356.06+223031.1   175.9836  22.50867 
 SDSS J114331.43+224331.5 175.880985  22.72544 
 SDSS J114339.85+230042.2  175.91607  23.01174 
 SDSS J114648.02+220024.5  176.70012  22.00682 
 SDSS J114634.49+163947.3  176.64375  16.66317 
 SDSS J114334.59+160353.0  175.89417  16.06475 
 SDSS J114359.87+163441.4 175.999485  16.57819 
 SDSS J114033.54+163940.8  175.13979  16.66134 
 SDSS J113914.86+170837.1 174.811965  17.14367 
 SDSS J113920.36+165206.0 174.834885  16.86835 
 SDSS J113819.73+170919.9 174.582255  17.15554 
 SDSS J113911.32+173436.6  174.79719  17.57686 
 SDSS J113818.29+172342.1 174.576225  17.39506 
 SDSS J114506.43+172801.1  176.27679    17.467 
 SDSS J114831.86+174728.5 177.132795  17.79123 
 SDSS J114816.32+194247.7 177.068025  19.71326 
 SDSS J114756.59+194109.7 176.985825  19.68604 
 SDSS J114732.10+191522.2  176.88375  19.25618 
 SDSS J114345.53+192333.4 175.939755  19.39263 
 SDSS J114515.57+203833.8  176.31489  20.64275 
 SDSS J114224.49+200709.4  175.60206   20.1193 
 SDSS J114527.65+204825.8 176.365275  20.80717 
 SDSS J114612.18+202329.9 176.550765  20.39165 
 SDSS J114920.70+203442.1  177.33627  20.57839 
 SDSS J115118.50+240941.0 177.827115   24.1614 
 SDSS J115027.19+243550.1  177.61332  24.59726 
 SDSS J114857.54+244148.4 177.239775  24.69678 
 SDSS J114834.91+244653.5 177.145515  24.78158 
 SDSS J114649.78+241351.1  176.70744  24.23089 
 SDSS J114650.46+243825.6  176.71032  24.64046 
 SDSS J114727.46+235801.8  176.86446  23.96719 
 SDSS J114609.75+234314.6  176.54061  23.72075 
 SDSS J114646.65+232810.8  176.69439  23.46968 
 SDSS J114320.54+235405.8 175.835625  23.90163 
 SDSS J114203.65+250714.5  175.51527   25.1207 
 SDSS J114356.23+253402.7  175.98432  25.56744 
 SDSS J114519.90+253257.5  176.33295  25.54935 
 SDSS J114757.68+252800.6  176.99034  25.46688 
 SDSS J114926.47+245131.8 177.360315  24.85886 
 SDSS J114732.05+252848.5  176.88357  25.48018 
 SDSS J114912.82+255932.4 177.303435  25.99236 
 SDSS J115003.71+253925.8  177.51546  25.65719 
 SDSS J115309.52+214155.8   178.2897  21.69886 
 SDSS J114736.85+205143.2  176.90358  20.86201 
 SDSS J114523.43+215915.1  176.34762  21.98755 
 SDSS J114922.30+222326.3  177.34296  22.39065 
 SDSS J114828.64+233103.8 177.119325  23.51774 
 SDSS J114833.14+233225.8  177.13809  23.54053 
 SDSS J115354.39+224559.1 178.476675  22.76643 
 SDSS J115724.29+161920.4 179.351235  16.32238 
 SDSS J115702.07+165042.9  179.25864  16.84527 
 SDSS J115653.87+170550.4   179.2245  17.09735 
