|                  object|        ra|      dec|
|                    char|    double|   double|
|                        |          |         |
|                    null|      null|     null|
 SDSS J112227.47+551755.8 170.614485  55.29886 
 SDSS J112628.29+544714.0  171.61791  54.78724 
 SDSS J112603.60+545329.1  171.51504  54.89145 
 SDSS J112758.88+545415.5  171.99534   54.9043 
 SDSS J114020.23+535029.1  175.08426  53.84145 
 SDSS J113307.36+541407.7  173.28072   54.2355 
 SDSS J112942.17+542528.9 172.425735  54.42469 
 SDSS J112654.54+540416.0 171.727335  54.07112 
 SDSS J112835.96+552854.6 172.149855  55.48183 
 SDSS J112330.07+551226.8 170.875335  55.20742 
 SDSS J113121.01+550637.4  172.83762  55.11035 
 SDSS J113538.26+553158.1  173.90946  55.53287 
 SDSS J113949.55+550007.5  174.95655  55.00208 
 SDSS J114043.87+550154.5 175.182825  55.03183 
 SDSS J114122.76+532624.2  175.34481  53.44006 
 SDSS J113459.03+543907.5 173.745975   54.6521 
 SDSS J112912.47+534402.2 172.301985  53.73397 
 SDSS J112850.01+542702.6 172.208385  54.45075 
 SDSS J113643.49+545446.8 174.181185  54.91301 
 SDSS J114316.27+551639.6  175.81785   55.2777 
 SDSS J114210.72+552729.6 175.544715  55.45825 
 SDSS J115531.39+545200.4  178.88079  54.86678 
 SDSS J115111.82+533410.3  177.79929  53.56956 
 SDSS J114506.52+533852.7  176.27718    53.648 
 SDSS J113915.12+541356.2  174.81303   54.2323 
 SDSS J114429.06+553908.0  176.12115  55.65228 
 SDSS J114533.03+552400.3  176.38764  55.40007 
 SDSS J115000.08+552821.3 177.500445  55.47256 
 SDSS J115051.04+550837.0  177.71268  55.14366 
 SDSS J115214.71+551528.1 178.061325   55.2578 
 SDSS J115449.17+553252.1  178.70487  55.54781 
 SDSS J115210.20+555551.1 178.042515  55.93089 
 SDSS J120331.66+543008.9 180.881955   54.5025 
 SDSS J120326.45+545207.1 180.860265  54.86864 
 SDSS J115125.67+545006.9 177.856965  54.83526 
 SDSS J114814.97+545716.5 177.062415  54.95461 
 SDSS J115011.27+534320.7  177.54699  53.72242 
 SDSS J114810.63+540519.0 177.044325  54.08863 
 SDSS J114953.12+550101.1  177.47139  55.01701 
 SDSS J115205.76+545817.0  178.02405  54.97139 
 SDSS J115753.48+554814.0 179.472855  55.80391 
 SDSS J115434.36+552342.1  178.64319  55.39506 
 SDSS J120048.09+560138.1 180.200385  56.02723 
 SDSS J120120.30+554342.1  180.33459  55.72837 
 SDSS J121321.23+545904.3  183.33852  54.98453 
 SDSS J120837.84+543257.1  182.15769  54.54922 
 SDSS J120514.18+544414.7  181.30914  54.73743 
 SDSS J120240.06+544700.3  180.66696  54.78342 
 SDSS J120041.56+545909.0 180.173205  54.98584 
 SDSS J120853.02+554051.8  182.22096  55.68106 
 SDSS J122451.89+542002.3  186.21618  54.33398 
 SDSS J122002.27+540641.9 185.009535  54.11164 
 SDSS J121906.73+545422.7  184.77804   54.9063 
 SDSS J121744.85+545752.6 184.436925   54.9646 
 SDSS J121555.52+544233.3  183.98109  54.70889 
 SDSS J121518.03+545913.2 183.825165  54.98702 
 SDSS J121334.63+541557.6  183.39432  54.26603 
 SDSS J121628.36+561209.4  184.11819  56.20261 
 SDSS J121926.20+560933.4 184.859205  56.15928 
 SDSS J122312.37+551813.9  185.80155  55.30389 
 SDSS J122625.17+554942.1  186.60489  55.82837 
 SDSS J123831.23+540651.9  189.63018  54.11441 
 SDSS J123627.86+534458.5 189.116085  53.74958 
 SDSS J122838.40+543139.6  187.16001  54.52767 
 SDSS J122644.03+560415.5  186.68349  56.07101 
 SDSS J122810.20+552307.1  187.04253  55.38533 
 SDSS J123039.93+553622.7 187.666425   55.6063 
 SDSS J123152.29+552612.8 187.967955  55.43689 
 SDSS J123647.33+552510.3 189.197205  55.41957 
 SDSS J123914.06+553626.2  189.80865  55.60732 
 SDSS J212559.85-003155.7 321.499425  -0.53217 
 SDSS J212248.57+002556.2  320.70243    0.4323 
 SDSS J213616.75-010839.8 324.069825  -1.14441 
 SDSS J220410.89+005846.9  331.04541   0.97973 
 SDSS J124531.88+544415.3   191.3829  54.73762 
 SDSS J124154.62+543235.5  190.47762  54.54322 
 SDSS J124132.11+535257.4 190.383855  53.88258 
 SDSS J124512.62+545131.1  191.30259  54.85865 
 SDSS J124647.52+545315.0 191.698035  54.88755 
 SDSS J125128.76+551009.3  192.86985  55.16927 
 SDSS J125052.89+545458.5 192.720405  54.91627 
 SDSS J125310.05+551008.3  193.29186  55.16898 
 SDSS J130535.90+540142.2 196.399605  54.02843 
 SDSS J125939.77+532028.1 194.915715  53.34119 
 SDSS J130043.57+543308.7 195.181575  54.55243 
 SDSS J125739.16+533423.0  194.41323  53.57305 
 SDSS J125839.54+534938.9 194.664795  53.82749 
 SDSS J125409.99+552531.9 193.541595  55.42553 
 SDSS J130107.37+544757.1  195.28077  54.79923 
 SDSS J130604.44+553921.7 196.518465  55.65609 
 SDSS J130719.83+545435.2 196.832625  54.90977 
 SDSS J131829.97+540359.0  199.62489  54.06644 
 SDSS J131606.50+530400.8  199.02708  53.06694 
 SDSS J130933.57+532934.5 197.389875  53.49294 
 SDSS J130915.61+532203.0   197.3151  53.36753 
 SDSS J130833.03+531119.3  197.13762  53.18872 
 SDSS J130555.89+533933.3   196.4829  53.65927 
 SDSS J130838.10+552002.3 197.158755  55.33398 
 SDSS J131349.11+543855.1  198.45465  54.64867 
 SDSS J131404.60+543937.8 198.519195  54.66055 
 SDSS J131643.32+542645.7 199.180545  54.44608 
 SDSS J131449.95+551138.5 198.708195  55.19405 
 SDSS J131455.26+545750.1 198.730305  54.96396 
 SDSS J131659.74+550456.6 199.248945  55.08238 
 SDSS J131735.28+551823.7 199.397055  55.30663 
 SDSS J132048.14+542141.4  200.20062  54.36152 
 SDSS J132931.35+524306.9   202.3806  52.71861 
 SDSS J132744.36+523722.1 201.934845  52.62281 
 SDSS J132629.47+532453.3   201.6228  53.41483 
 SDSS J132246.28+530147.7  200.69289  53.02993 
 SDSS J132803.54+541527.5  202.01475  54.25766 
 SDSS J133129.69+542630.1  202.87371  54.44168 
 SDSS J133335.23+542743.6 203.396805   54.4621 
 SDSS J134511.46+523315.2 206.297745  52.55426 
 SDSS J134109.98+520608.8  205.29159  52.10244 
 SDSS J134053.73+522359.9  205.22388  52.39999 
 SDSS J133228.87+532152.0  203.12028  53.36446 
 SDSS J133511.57+522314.3 203.798145  52.38733 
 SDSS J132916.21+530455.1  202.31757  53.08196 
 SDSS J133235.98+541901.1 203.149965  54.31696 
 SDSS J133718.81+541221.3  204.32838  54.20593 
 SDSS J133518.45+540837.6   203.8269   54.1438 
 SDSS J133702.99+540041.2 204.262455  54.01147 
 SDSS J133841.35+535501.4  204.67233  53.91705 
 SDSS J134117.36+540616.3 205.322355  54.10456 
 SDSS J134134.84+534443.7  205.39521  53.74548 
 SDSS J133941.45+542711.8  204.92277  54.45329 
 SDSS J134511.74+540011.3 206.298945  54.00315 
 SDSS J134557.55+540316.6  206.48982  54.05462 
 SDSS J135347.34+515734.3 208.447305  51.95954 
 SDSS J134316.21+524742.4 205.817565  52.79514 
 SDSS J134436.87+534422.7 206.153595  53.73963 
 SDSS J134609.06+534928.6   206.5377  53.82462 
 SDSS J134748.70+533239.1  206.95293  53.54422 
 SDSS J140906.15+511424.3  212.27562   51.2401 
 SDSS J140633.18+511026.8  211.63833  51.17416 
 SDSS J140603.26+520952.2 211.513515  52.16449 
 SDSS J140450.67+521500.1  211.21116   52.2501 
 SDSS J140243.96+510345.8  210.68319  51.06276 
 SDSS J140121.12+520928.8  210.33807  52.15804 
 SDSS J140051.58+521606.5 210.214965  52.26847 
 SDSS J135628.49+524219.2  209.11878  52.70532 
 SDSS J135947.82+525817.9   209.9493  52.97165 
 SDSS J140159.86+524032.7  210.49947  52.67575 
 SDSS J140810.47+524048.1   212.0436  52.68005 
 SDSS J140642.75+530833.8 211.678125  53.14274 
 SDSS J141149.43+524900.1  212.95599   52.8167 
 SDSS J142225.25+502213.3  215.60523  50.37038 
 SDSS J141552.64+510859.0  213.96936  51.14971 
 SDSS J141353.71+505213.0  213.47379  50.87029 
 SDSS J141209.52+503728.5 213.039675  50.62459 
 SDSS J141120.52+521209.8 212.835495  52.20276 
 SDSS J141617.09+511646.0  214.07124  51.27944 
 SDSS J141515.20+514400.8  213.81336  51.73357 
 SDSS J141515.49+511352.8 213.814545  51.23134 
 SDSS J141904.12+521523.7  214.76718  52.25664 
 SDSS J143128.67+485911.2  217.86954  48.98645 
 SDSS J143115.92+490635.4 217.816335  49.10985 
 SDSS J142644.06+493237.5 216.683565  49.54376 
 SDSS J142433.39+500600.0  216.13917      50.1 
 SDSS J142328.83+493355.5  215.87013  49.56543 
 SDSS J142715.65+503227.9  216.81525  50.54109 
 SDSS J142356.48+502911.2  215.98533  50.48645 
 SDSS J143125.68+505004.0  217.85703  50.83446 
 SDSS J143111.20+501156.6   217.7967  50.19907 
 SDSS J143110.38+511832.4 217.793325  51.30902 
 SDSS J143439.65+504731.3  218.66526  50.79204 
 SDSS J143521.67+505122.9  218.84031  50.85637 
 SDSS J144629.45+483154.1 221.622735  48.53168 
 SDSS J144603.38+484735.5  221.51412  48.79322 
 SDSS J144357.30+484518.9 220.988775  48.75528 
 SDSS J144003.45+481735.3 220.014405  48.29318 
 SDSS J143624.78+484911.5 219.103275  48.81988 
 SDSS J143745.06+483524.0 219.437775  48.59003 
 SDSS J143619.43+483210.5  219.08097  48.53623 
 SDSS J143240.06+491537.2  218.16696  49.26032 
 SDSS J143909.27+493150.4 219.788625  49.53069 
 SDSS J144618.58+494336.8 221.577405  49.72691 
 SDSS J145920.52+473401.4 224.835525  47.56707 
 SDSS J144521.56+475800.7  221.33982  47.96689 
 SDSS J144945.84+494128.2  222.44103  49.69115 
 SDSS J145104.59+491518.5 222.769185  49.25514 
 SDSS J145549.42+485436.4  223.95594  48.91011 
 SDSS J145646.87+485512.0  224.19528  48.92001 
 SDSS J145415.09+492549.9 223.562895  49.43053 
 SDSS J145824.81+484236.7  224.60337  48.71022 
 SDSS J150628.54+462039.1  226.61892   46.3442 
 SDSS J150538.06+470617.4  226.40856  47.10485 
 SDSS J150523.43+470626.6 226.347645   47.1074 
 SDSS J150135.35+460609.8 225.397275  46.10276 
 SDSS J145359.06+471144.1  223.49613  47.19561 
 SDSS J145604.88+472712.4  224.02038  47.45345 
 SDSS J150150.91+475231.4  225.46215  47.87539 
 SDSS J145907.10+472653.7  224.77962  47.44827 
 SDSS J150422.21+474112.0 226.092585  47.68667 
 SDSS J151758.32+453645.5  229.49307  45.61264 
 SDSS J151649.54+444225.2 229.206465  44.70702 
 SDSS J151026.11+452936.4   227.6088  45.49347 
 SDSS J150745.11+463635.1  226.93797  46.60977 
 SDSS J151911.40+455104.2  229.79751  45.85118 
 SDSS J152823.99+435143.8 232.099995  43.86217 
 SDSS J152628.43+440613.7 231.618405  44.10384 
 SDSS J152541.66+432115.5   231.4236  43.35435 
 SDSS J152348.32+440922.9 230.951355  44.15636 
 SDSS J152219.53+440315.3 230.581395  44.05428 
 SDSS J151925.25+455248.9 229.855245  45.88028 
 SDSS J152053.84+451916.9  230.22438  45.32136 
 SDSS J152049.08+460131.6  230.20452  46.02542 
 SDSS J151905.84+450155.8  229.77438  45.03219 
 SDSS J152115.19+450452.5 230.313315  45.08129 
 SDSS J152029.00+445815.4 230.120775  44.97098 
 SDSS J152333.38+450335.6  230.88906  45.05993 
 SDSS J152457.65+454753.2  231.24021  45.79812 
 SDSS J152905.48+451421.9  232.27284  45.23943 
 SDSS J152855.75+452239.6  232.23231  45.37767 
 SDSS J154042.39+422136.1 235.176675  42.36008 
 SDSS J154017.32+430024.5 235.072185  43.00682 
 SDSS J153406.68+430144.1  233.52786  43.02892 
 SDSS J153612.91+423319.2 234.053805  42.55532 
 SDSS J153608.96+423852.4  234.03732  42.64792 
 SDSS J153003.05+430225.2 232.512795  43.04038 
 SDSS J152812.76+425547.6  232.05309  42.92991 
 SDSS J153215.31+433844.5 233.063835   43.6457 
 SDSS J153627.05+433107.6  234.11274  43.51878 
 SDSS J153713.26+431753.9 234.305295  43.29832 
 SDSS J154104.95+432702.8 235.270635  43.45077 
 SDSS J155328.90+413449.6   238.3704  41.58049 
 SDSS J154924.67+405407.0   237.3528  40.90198 
 SDSS J154744.14+412408.2  236.93394   41.4023 
 SDSS J154412.52+410430.0  236.05215  41.07502 
 SDSS J154147.82+412222.9   235.4493  41.37299 
 SDSS J153951.38+414325.3 234.964095  41.72372 
 SDSS J154514.42+425303.5 236.310105  42.88432 
 SDSS J154826.66+415852.0 237.111105  41.98114 
 SDSS J155051.50+420232.2 237.714645  42.04229 
 SDSS J155304.73+391223.0 238.269765  39.20617 
 SDSS J155325.42+392310.3 238.355955   39.3862 
 SDSS J155311.26+391134.0  238.29693  39.19276 
 SDSS J155148.69+400321.4  237.95289  40.05595 
 SDSS J155454.44+404829.2  238.72683  40.80812 
 SDSS J155256.87+401955.4  238.23699  40.33205 
 SDSS J155556.52+403023.4 238.985505  40.50651 
 SDSS J160206.36+400249.1  240.52653  40.04697 
 SDSS J161008.67+374035.9  242.53617  37.67667 
 SDSS J161139.25+381241.6 242.913555   38.2116 
 SDSS J160818.19+374335.3  242.07582  37.72647 
 SDSS J160803.51+370914.2 242.014635  37.15395 
 SDSS J160816.32+373743.1 242.068005  37.62866 
 SDSS J160611.18+372852.6 241.546605  37.48127 
 SDSS J160701.87+381111.7  241.75785  38.18656 
 SDSS J160558.48+375929.3 241.493685  37.99149 
 SDSS J160543.19+371044.9 241.429965  37.17915 
 SDSS J160527.46+371636.7 241.364445  37.27684 
 SDSS J160334.48+373854.7  240.89373  37.64853 
 SDSS J155851.49+390310.9  239.71461  39.05306 
 SDSS J160239.47+392428.3   240.6645  39.40787 
 SDSS J155928.10+384747.4   239.8671  38.79649 
 SDSS J160031.05+384740.8  240.12939  38.79469 
 SDSS J160330.46+394224.6  240.87699  39.70682 
 SDSS J160439.06+384432.1  241.16277  38.74227 
 SDSS J160523.44+383003.0 241.347675  38.50087 
 SDSS J161755.30+353720.9 244.480425  35.62249 
 SDSS J161811.70+363350.7 244.548795  36.56408 
 SDSS J161630.67+354228.8  244.12782  35.70802 
 SDSS J161245.15+355758.1  243.18813  35.96616 
 SDSS J161314.83+361928.9 243.311805  36.32469 
 SDSS J160839.46+364030.8 242.164425  36.67524 
 SDSS J160903.26+371032.7 242.263605  37.17577 
 SDSS J161237.35+373054.8 243.155655  37.51518 
 SDSS J161113.83+365824.3  242.80767  36.97338 
 SDSS J161157.19+371027.3 242.988345  37.17424 
 SDSS J162500.14+341741.2 246.250575  34.29478 
 SDSS J162236.55+341429.6 245.652285  34.24156 
 SDSS J162129.79+340747.0  245.37411  34.12974 
 SDSS J161740.53+350015.1  244.41891  35.00421 
 SDSS J162110.98+360406.6  245.29575  36.06855 
 SDSS J162253.13+351310.4  245.72139  35.21962 
 SDSS J162501.46+353302.4  246.25614  35.55069 
 SDSS J163534.38+330628.0  248.89326  33.10779 
 SDSS J163423.76+330026.5  248.59899  33.00736 
 SDSS J163237.15+324022.8  248.15481  32.67298 
 SDSS J163129.33+322347.4 247.872225  32.39653 
 SDSS J162903.76+330810.2 247.265685  33.13619 
 SDSS J163100.35+322941.0  247.75146  32.49474 
 SDSS J162932.50+322802.5  247.38543  32.46736 
 SDSS J162647.29+330451.3  246.69708  33.08089 
 SDSS J162513.31+334151.6  246.30549  33.69768 
 SDSS J162637.47+333115.9 246.656175  33.52109 
 SDSS J162758.03+334547.3  246.99183  33.76314 
 SDSS J163016.37+341542.2  247.56822  34.26171 
 SDSS J163310.30+335413.2  248.29293  33.90367 
 SDSS J074732.28+270108.8 116.884491  27.01911 
 SDSS J074809.87+272223.4  117.04113  27.37315 
 SDSS J074538.68+263609.5 116.411178  26.60262 
 SDSS J074759.67+274318.2  116.99865  27.72173 
 SDSS J074704.90+275650.8 116.770439  27.94745 
 SDSS J074541.48+274946.6 116.422882  27.82962 
 SDSS J074258.73+273515.0 115.744721   27.5875 
 SDSS J074812.91+281330.4 117.053917  28.22515 
 SDSS J074939.96+285644.2 117.416527  28.94562 
 SDSS J074955.83+284011.9 117.482682     28.67 
 SDSS J074921.65+283426.9 117.340203  28.57412 
 SDSS J075406.05+285638.0  118.52517  28.94394 
 SDSS J075109.58+291335.5 117.789879  29.22655 
 SDSS J075113.99+300242.1 117.808326  30.04504 
 SDSS J075601.86+302440.3 119.007828  30.41127 
 SDSS J075909.95+294651.7 119.791589  29.78108 
 SDSS J080326.62+303724.9 120.860939   30.6236 
 SDSS J075940.08+301911.4 119.916991  30.31982 
 SDSS J075925.67+305841.6 119.857049  30.97825 
 SDSS J080041.98+321727.6 120.174927  32.29101 
 SDSS J075940.39+315030.8 119.918289  31.84192 
 SDSS J080310.05+322528.3 120.791862  32.42451 
 SDSS J080023.05+312709.5 120.096039  31.45267 
 SDSS J080234.65+314320.0 120.644371  31.72225 
 SDSS J080515.50+314356.3 121.314629  31.73233 
 SDSS J080652.35+321501.0 121.718171  32.25031 
 SDSS J080643.43+314205.4 121.680961  31.70151 
 SDSS J032058.93-002203.5  50.245429  -0.36766 
 SDSS J030144.42-003533.5  45.435101  -0.59265 
 SDSS J024808.57-011344.6  42.035729  -1.22906 
 SDSS J025031.25+005748.0  42.630219   0.96325 
 SDSS J023705.36-011118.0  39.272351  -1.18838 
 SDSS J022915.52-000917.9  37.314671    -0.155 
 SDSS J022115.97-001554.7   35.31654  -0.26526 
 SDSS J020830.03-005958.2  32.125141  -0.99951 
 SDSS J015647.59-005807.5  29.198291  -0.96877 
 SDSS J014228.00+001138.3  25.616659   0.19397 
 SDSS J014557.19+002754.0  26.488331   0.46503 
 SDSS J013503.70+011324.2  23.765409   1.22342 
 SDSS J013936.81+003224.2  24.903391   0.54004 
 SDSS J004952.09+005747.9  12.467201   0.96336 
 SDSS J004612.58+000006.6   11.55243   0.00183 
 SDSS J004045.42+000857.9   10.18926   0.14944 
 SDSS J003826.67-000042.7   9.611149  -0.01187 
 SDSS J002900.98-011341.7   7.254101  -1.22826 
 SDSS J002707.55-005030.2   6.781481  -0.84172 
 SDSS J003003.29+011421.2   7.513669   1.23926 
 SDSS J000325.23-004355.4    0.85512  -0.73209 
 SDSS J235958.80+004206.3  359.99502   0.70176 
 SDSS J234723.50+001959.6  356.84793   0.33324 
 SDSS J232020.46+001318.4   350.0853   0.22176 
 SDSS J232223.61+010630.0  350.59839   1.10836 
 SDSS J232307.12+002933.2 350.779695   0.49258 
 SDSS J224115.81-011048.8  340.31589  -1.18023 
 SDSS J222132.43+001645.3 335.385135   0.27928 
 SDSS J221405.60-005526.0  333.52335  -0.92389 
 SDSS J220528.73-003228.2 331.369755  -0.54117 
 SDSS J220635.08+000323.1 331.646175   0.05645 
 SDSS J215755.58+010506.1  329.48163   1.08502 
 SDSS J215740.72+010948.3  329.41968   1.16343 
 SDSS J215834.66+000701.1  329.64447   0.11698 
 SDSS J214336.07-010330.2 325.900455  -1.05855 
 SDSS J214408.52+004216.8  326.03556   0.70466 
 SDSS J135651.12+570911.3  209.21304  57.15314 
 SDSS J140024.12+572247.5 210.100515  57.37987 
 SDSS J135543.57+572209.8 208.931595  57.36939 
 SDSS J135341.69+573120.1 208.423695  57.52225 
 SDSS J134745.77+573225.8 206.940735   57.5405 
 SDSS J134643.76+570000.3 206.682405  57.00006 
 SDSS J134602.16+581446.5  206.50905  58.24626 
 SDSS J134931.67+585050.4  207.38196  58.84733 
 SDSS J135049.83+581959.8 207.707625  58.33328 
 SDSS J135224.41+580259.3  208.10175   58.0498 
 SDSS J135601.24+583144.3 209.005155    58.529 
 SDSS J135638.37+583110.3 209.159865  58.51957 
 SDSS J140110.44+565420.4 210.293505  56.90567 
 SDSS J140131.59+562554.2 210.381645  56.43175 
 SDSS J135801.04+562727.6  209.50434  56.45775 
 SDSS J135805.01+581644.3 209.520885  58.27899 
 SDSS J140305.80+583822.4 210.774195   58.6396 
 SDSS J140344.73+583351.1 210.936375  58.56422 
 SDSS J140418.57+573955.6  211.07739  57.66544 
 SDSS J140935.47+575841.2 212.397825  57.97816 
 SDSS J141045.19+575728.8 212.688345  57.95806 
 SDSS J140817.02+560550.7 212.070945  56.09745 
 SDSS J141002.59+570111.4 212.510835  57.01987 
 SDSS J141511.10+575545.3  213.79635  57.92919 
 SDSS J141611.54+565430.5 214.048065  56.90845 
 SDSS J141752.04+563318.1  214.46691  56.55503 
 SDSS J141722.07+573747.5  214.34196  57.62985 
 SDSS J142712.02+570826.4   216.8001  57.14065 
 SDSS J143256.04+554335.5 218.233485  55.72654 
 SDSS J142924.66+550807.7  217.35279  55.13551 
 SDSS J142843.37+552044.8 217.180725  55.34578 
 SDSS J142623.76+551804.9 216.599025  55.30137 
 SDSS J142516.90+553343.0 216.320415  55.56195 
 SDSS J142115.85+554527.6  215.31606  55.75767 
 SDSS J142642.14+555855.6  216.67557   55.9821 
 SDSS J142703.04+555325.4  216.76272  55.89038 
 SDSS J142716.76+555136.8 216.819945  55.86022 
 SDSS J143047.11+561206.2 217.696305  56.20173 
 SDSS J143123.02+555121.1 217.845945  55.85589 
 SDSS J143352.37+563051.0  218.46822  56.51416 
 SDSS J143330.60+563639.6 218.377545  56.61102 
 SDSS J144500.70+550710.9 221.252955  55.11969 
 SDSS J144248.51+550155.4  220.70211  55.03207 
 SDSS J143930.58+540807.4 219.877455   54.1354 
 SDSS J143829.73+545405.6  219.62388  54.90157 
 SDSS J144025.87+544819.9  220.10778  54.80549 
 SDSS J143528.46+550752.0 218.868585  55.13113 
 SDSS J143500.47+544843.2 218.751975  54.81201 
 SDSS J143458.21+545037.8 218.742555  54.84386 
 SDSS J142826.46+551655.8  217.11027  55.28217 
 SDSS J143934.78+554451.0 219.894975  55.74749 
 SDSS J145624.40+541416.2 224.101995  54.23775 
 SDSS J145000.18+540504.2  222.50079  54.08448 
 SDSS J144754.77+535135.1  221.97822  53.85975 
 SDSS J144520.87+540329.6  221.33697  54.05824 
 SDSS J144619.81+540332.9  221.58255  54.05917 
 SDSS J143838.29+541638.7 219.659745  54.27732 
 SDSS J145400.77+541712.2 223.503105  54.28668 
 SDSS J150806.26+524109.1 227.026095  52.68582 
 SDSS J150114.69+514813.0  225.31119  51.80362 
 SDSS J150103.44+515801.4  225.26442  51.96706 
 SDSS J150107.85+521511.7 225.282765  52.25326 
 SDSS J150229.04+524402.0 225.621045  52.73391 
 SDSS J150209.53+530420.0  225.53973  53.07222 
 SDSS J145614.48+525109.3  224.06034   52.8526 
 SDSS J145050.06+525606.4  222.70866  52.93514 
 SDSS J150053.29+533318.5  225.22209  53.55517 
 SDSS J150244.91+533034.3 225.687105  53.50953 
